,Title,Runtime (mins),Year,Release Date,IMDb Rating,Num Votes,Rotten Tomatoes Rating,Metascore,Box Office
281,Due Date,95 min,2010,05 Nov 2010,6.5,"303,816",40%,51,"$100,448,498"
282,The Expendables,103 min,2010,13 Aug 2010,6.5,"308,333",42%,45,"$102,981,571"
283,Get Him to the Greek,109 min,2010,04 Jun 2010,6.4,"161,545",72%,65,"$60,923,325"
284,Harry Potter and the Deathly Hallows: Part 1,146 min,2010,19 Nov 2010,7.7,"424,278",77%,65,"$294,980,434"
285,The Other Guys,107 min,2010,06 Aug 2010,6.7,"221,565",78%,64,"$119,219,978"
286,Percy Jackson & the Olympians: The Lightning Thief,118 min,2010,12 Feb 2010,5.9,"165,082",49%,47,"$61,198,532"
287,Robin Hood,140 min,2010,14 May 2010,6.6,"239,734",43%,53,"$105,219,735"
288,Salt,100 min,2010,23 Jul 2010,6.4,"276,990",63%,65,"$118,311,368"
289,The Town,125 min,2010,17 Sep 2010,7.6,"322,018",93%,74,"$92,173,235"
290,Bad Teacher,92 min,2011,24 Jun 2011,5.7,"181,167",45%,47,"$100,292,856"
291,Battle Los Angeles,116 min,2011,11 Mar 2011,5.8,"167,169",36%,37,"$83,537,651"
292,Cars 2,106 min,2011,24 Jun 2011,6.2,"138,386",38%,57,"$191,450,875"
293,The Change-Up,112 min,2011,05 Aug 2011,6.3,"155,330",25%,39,"$37,000,000"
294,Cowboys & Aliens,119 min,2011,29 Jul 2011,6.0,"195,647",45%,50,"$100,215,116"
295,Green Lantern,114 min,2011,17 Jun 2011,5.5,"252,258",26%,39,"$116,600,000"
296,The Hangover Part II,102 min,2011,26 May 2011,6.5,"432,068",33%,44,"$254,400,000"
297,Horrible Bosses,98 min,2011,08 Jul 2011,6.9,"399,181",69%,57,"$116,900,000"
298,I Am Number Four,111 min,2011,18 Feb 2011,6.1,"217,514",33%,36,"$55,086,029"
299,Paul,104 min,2011,18 Mar 2011,7.0,"220,551",71%,57,"$37,371,385"
300,Rio,96 min,2011,15 Apr 2011,6.9,"191,824",72%,63,"$143,613,651"
301,Rise of the Planet of the Apes,105 min,2011,05 Aug 2011,7.6,"473,672",82%,68,"$175,300,000"
302,Scream 4,111 min,2011,15 Apr 2011,6.2,"118,671",60%,52,"$38,176,892"
303,Source Code,93 min,2011,01 Apr 2011,7.5,"452,375",92%,74,"$54,696,902"
304,Sucker Punch,110 min,2011,25 Mar 2011,6.1,"218,085",22%,33,"$36,381,716"
305,50/50,100 min,2011,30 Sep 2011,7.7,"300,420",93%,72,"$35,005,118"
306,Contagion,106 min,2011,09 Sep 2011,6.6,"201,723",84%,70,"$75,638,743"
307,The Descendants,115 min,2011,09 Dec 2011,7.3,"223,367",89%,84,"$78,500,000"
308,The Ides of March,101 min,2011,07 Oct 2011,7.1,"207,387",84%,67,"$40,962,534"
309,Immortals,110 min,2011,11 Nov 2011,6.0,"152,835",38%,46,"$83,488,546"
310,Real Steel,127 min,2011,07 Oct 2011,7.1,"283,753",60%,56,"$85,463,309"
311,Sherlock Holmes: A Game of Shadows,129 min,2011,16 Dec 2011,7.5,"394,654",60%,48,"$186,830,669"
312,Tinker Tailor Soldier Spy,122 min,2011,06 Jan 2012,7.1,"174,382",83%,85,"$20,200,000"
313,We Bought a Zoo,124 min,2011,23 Dec 2011,7.1,"126,986",64%,58,"$72,700,000"
314,Abraham Lincoln: Vampire Hunter,105 min,2012,22 Jun 2012,5.9,"143,041",35%,42,"$37,300,000"
315,Alex Cross,101 min,2012,19 Oct 2012,5.1,"30,926",12%,30,"$25,863,915"
316,Chasing Mavericks,116 min,2012,26 Oct 2012,7.2,"28,849",33%,45,"$5,800,000"
317,Chernobyl Diaries,86 min,2012,25 May 2012,5.0,"60,497",19%,N/A,"$18,100,000"
318,Chronicle,84 min,2012,03 Feb 2012,7.1,"228,761",85%,69,"$60,800,000"
319,The Collection,82 min,2012,30 Nov 2012,6.1,"42,300",37%,38,"$6,842,058"
320,Contraband,109 min,2012,13 Jan 2012,6.5,"111,745",51%,51,"$66,489,425"
321,The Dictator,83 min,2012,16 May 2012,6.4,"251,336",57%,58,"$57,700,000"
322,Fun Size,86 min,2012,26 Oct 2012,5.4,"12,897",25%,37,"$9,402,410"
323,The Grey,117 min,2011,27 Jan 2012,6.8,"228,895",79%,64,"$51,533,608"
324,Haywire,93 min,2011,20 Jan 2012,5.8,"78,750",80%,67,"$18,934,858"
325,House at the End of the Street,101 min,2012,21 Sep 2012,5.6,"66,390",11%,31,"$31,600,000"
326,Ice Age: Continental Drift,88 min,2012,13 Jul 2012,6.6,"175,528",37%,49,"$161,317,423"
327,Lockout,95 min,2012,13 Apr 2012,6.1,"89,464",37%,48,"$14,291,570"
328,The Lorax,86 min,2012,02 Mar 2012,6.4,"90,115",N/A,46,"$211,000,000"
329,Madagascar 3: Europe's Most Wanted,93 min,2012,08 Jun 2012,6.8,"147,118",79%,60,"$216,366,733"
330,The Odd Life of Timothy Green,105 min,2012,15 Aug 2012,6.6,"42,683",34%,47,"$51,853,450"
331,ParaNorman,92 min,2012,17 Aug 2012,7.0,"87,170",88%,72,"$55,994,557"
332,Premium Rush,91 min,2012,24 Aug 2012,6.5,"105,137",74%,66,"$20,275,446"
333,The Raven,110 min,2012,27 Apr 2012,6.4,"79,661",22%,44,"$16,000,000"
334,Resident Evil: Retribution,95 min,2012,14 Sep 2012,5.4,"125,022",29%,39,"$42,345,531"
335,Safe House,115 min,2012,10 Feb 2012,6.8,"192,405",53%,52,"$126,149,655"
336,Silent Hill: Revelation,95 min,2012,26 Oct 2012,5.0,"56,879",8%,16,"$17,529,157"
337,Wanderlust,98 min,2012,24 Feb 2012,5.6,"69,075",59%,53,"$17,255,675"
338,The Watch,102 min,2012,27 Jul 2012,5.7,"115,740",17%,36,"$34,100,000"
339,Wrath of the Titans,99 min,2012,30 Mar 2012,5.7,"172,082",26%,37,"$83,640,426"
340,The Last Stand,107 min,2013,18 Jan 2013,6.4,"126,731",61%,54,"$12,000,000"
341,Snowpiercer,126 min,2013,11 Jul 2014,7.1,"239,188",95%,84,"$2,786,828"
342,Stoker,99 min,2013,01 Mar 2013,6.8,"97,533",69%,58,"$1,700,000"
343,Monsters University,104 min,2013,21 Jun 2013,7.3,"292,318",80%,65,"$260,300,000"
344,Carrie,100 min,2013,18 Oct 2013,5.9,"125,578",50%,53,"$28,440,607"
345,Despicable Me 2,98 min,2013,03 Jul 2013,7.4,"344,570",74%,62,"$368,049,635"
346,Anchorman 2: The Legend Continues,119 min,2013,18 Dec 2013,6.3,"156,345",74%,61,"$76,820,043"
347,White House Down,131 min,2013,28 Jun 2013,6.4,"191,478",51%,52,"$73,103,784"
348,Riddick,119 min,2013,06 Sep 2013,6.4,"144,616",57%,49,"$35,512,027"
349,Oldboy,104 min,2013,27 Nov 2013,5.8,"63,167",40%,49,"$1,227,546"
350,The Story of Luke,96 min,2012,05 Apr 2013,7.2,"2,858",83%,57,N/A
351,Stolen,96 min,2012,06 Sep 2012,5.5,"41,330",20%,43,"$289,773"
352,Beasts of the Southern Wild,93 min,2012,05 Jul 2012,7.3,"77,436",87%,86,"$12,784,397"
353,Deadfall,95 min,2012,09 Nov 2012,6.3,"36,474",35%,52,"$38,734"
354,On the Road,124 min,2012,23 May 2012,6.1,"37,901",44%,56,"$665,094"
355,The Paperboy,107 min,2012,17 Oct 2012,5.8,"33,814",45%,45,"$692,640"
356,The Tall Man,106 min,2012,05 Sep 2012,5.9,"36,273",46%,52,N/A
357,John Dies at the End,99 min,2012,25 Jan 2013,6.4,"34,294",61%,53,"$141,307"
358,Great Expectations,128 min,2012,08 Nov 2013,6.4,"11,354",68%,60,"$258,656"
359,The Awakening,102 min,2011,11 Nov 2011,6.5,"60,245",62%,53,"$175,088"
360,Shame,101 min,2011,13 Jan 2012,7.2,"171,052",79%,72,"$2,971,782"
361,The Best Exotic Marigold Hotel,124 min,2011,25 May 2012,7.3,"85,725",79%,62,"$46,377,022"
362,Moon,97 min,2009,10 Jul 2009,7.9,"312,050",90%,67,"$4,785,434"
363,Fast & Furious,107 min,2009,03 Apr 2009,6.6,"241,907",29%,46,"$155,022,220"
364,The Hurt Locker,131 min,2008,31 Jul 2009,7.6,"391,772",97%,94,"$15,700,000"
365,Memento,113 min,2000,25 May 2001,8.5,"1,033,130",92%,80,"$23,844,220"
366,Donnie Darko,113 min,2001,26 Oct 2001,8.1,"698,588",87%,88,N/A
367,Coffee and Cigarettes,95 min,2003,11 Jun 2004,7.1,"54,940",64%,65,"$1,971,135"
368,American History X,119 min,1998,20 Nov 1998,8.5,"949,122",83%,62,N/A
369,Trainspotting,93 min,1996,09 Aug 1996,8.2,"590,506",90%,83,N/A
370,Reservoir Dogs,99 min,1992,02 Sep 1992,8.3,"821,564",91%,79,N/A
371,Dazed and Confused,102 min,1993,10 Feb 1994,7.7,"146,887",91%,78,N/A
372,The Shining,146 min,1980,13 Jun 1980,8.4,"783,296",87%,66,N/A
373,Noah,138 min,2014,28 Mar 2014,5.8,"229,046",76%,68,"$101,160,529"
374,Guardians of the Galaxy,121 min,2014,01 Aug 2014,8.1,"947,556",91%,76,"$270,592,504"
375,Teenage Mutant Ninja Turtles,101 min,2014,08 Aug 2014,5.8,"192,397",22%,31,"$163,911,409"
376,The Expendables 3,126 min,2014,15 Aug 2014,6.1,"156,699",32%,35,"$34,742,878"
377,Java Heat,104 min,2013,09 May 2013,5.2,"4,491",8%,35,N/A
378,Dead Man Down,118 min,2013,08 Mar 2013,6.5,"61,273",38%,39,"$10,880,926"
379,Sin City: A Dame to Kill For,102 min,2014,22 Aug 2014,6.5,"140,604",43%,46,"$11,064,709"
380,21 & Over,93 min,2013,01 Mar 2013,5.9,"68,478",25%,34,"$25,675,765"
381,Parker,118 min,2013,25 Jan 2013,6.2,"105,657",41%,42,"$17,609,982"
382,Till We Meet Again,105 min,2016,25 Nov 2016,6.6,"2,241",N/A,N/A,N/A
383,Escape from Planet Earth,89 min,2013,15 Feb 2013,5.9,"23,328",34%,35,"$54,700,000"
384,A Resurrection,89 min,2013,22 Mar 2013,4.0,"1,529",N/A,N/A,N/A
385,The Internship,119 min,2013,07 Jun 2013,6.3,"180,023",35%,42,"$44,400,000"
386,Epic,102 min,2013,24 May 2013,6.7,"95,369",65%,52,"$107,515,297"
387,Revelation Road: The Beginning of the End,88 min,2013,01 Mar 2013,4.9,"1,668",N/A,N/A,N/A
388,Jaws,124 min,1975,20 Jun 1975,8.0,"511,159",97%,87,N/A
389,The Man with the Golden Gun,125 min,1974,20 Dec 1974,6.8,"86,702",44%,43,N/A
390,Taxi Driver,114 min,1976,08 Feb 1976,8.3,"639,223",98%,94,N/A
391,Aliens,137 min,1986,18 Jul 1986,8.4,"602,195",99%,84,N/A
392,Platoon,120 min,1986,06 Feb 1987,8.1,"351,644",88%,92,N/A
393,Stand by Me,89 min,1986,26 Nov 1986,8.1,"334,225",91%,75,N/A
394,Predator,107 min,1987,12 Jun 1987,7.8,"343,631",81%,45,N/A
395,Back to the Future Part II,108 min,1989,22 Nov 1989,7.8,"424,685",65%,57,N/A
396,Dead Poets Society,128 min,1989,09 Jun 1989,8.1,"369,338",84%,79,N/A
397,Indiana Jones and the Last Crusade,127 min,1989,24 May 1989,8.2,"635,488",88%,65,N/A
398,Rain Man,133 min,1988,16 Dec 1988,8.0,"441,434",89%,65,N/A
399,Who Framed Roger Rabbit,104 min,1988,22 Jun 1988,7.7,"168,709",97%,83,N/A
400,Home Alone,103 min,1990,16 Nov 1990,7.5,"406,011",65%,63,N/A
401,Total Recall,113 min,1990,01 Jun 1990,7.5,"278,479",82%,57,"$119,000,000"
402,Unforgiven,130 min,1992,07 Aug 1992,8.2,"341,952",96%,85,N/A
403,Army of Darkness,81 min,1992,19 Feb 1993,7.6,"151,687",72%,57,N/A
404,The Sandlot,101 min,1993,07 Apr 1993,7.8,"71,489",60%,N/A,N/A
405,The Crow,102 min,1994,13 May 1994,7.6,"155,273",81%,71,N/A
406,Dumb and Dumber,107 min,1994,16 Dec 1994,7.3,"329,029",67%,41,N/A
407,Twelve Monkeys,129 min,1995,05 Jan 1996,8.0,"538,298",89%,74,N/A
408,Fargo,98 min,1996,05 Apr 1996,8.1,"562,336",93%,85,N/A
409,The Rock,136 min,1996,07 Jun 1996,7.4,"293,490",66%,58,N/A
410,Boogie Nights,155 min,1997,31 Oct 1997,7.9,"220,159",93%,85,N/A
411,The Fifth Element,126 min,1997,09 May 1997,7.7,"402,884",71%,52,N/A
412,L.A. Confidential,138 min,1997,19 Sep 1997,8.3,"495,177",99%,90,N/A
413,Liar Liar,86 min,1997,21 Mar 1997,6.9,"260,282",81%,70,N/A
414,The Lost World: Jurassic Park,129 min,1997,23 May 1997,6.5,"346,248",54%,59,N/A
415,Men in Black,98 min,1997,02 Jul 1997,7.3,"474,886",92%,71,N/A
416,Fear and Loathing in Las Vegas,118 min,1998,22 May 1998,7.7,"242,484",49%,41,N/A
417,Stepmom,125 min,1998,25 Dec 1998,6.7,"55,504",45%,58,N/A
418,Magnolia,188 min,1999,07 Jan 2000,8.0,"270,219",83%,77,N/A
419,Almost Famous,122 min,2000,22 Sep 2000,7.9,"234,836",89%,90,"$31,716,715"
420,"O Brother, Where Art Thou?",107 min,2000,02 Feb 2001,7.8,"265,147",77%,69,"$45,150,731"
421,The Fast and the Furious,106 min,2001,22 Jun 2001,6.8,"320,970",53%,58,"$142,542,950"
422,Jurassic Park III,92 min,2001,18 Jul 2001,5.9,"274,405",50%,42,N/A
423,Ocean's Eleven,116 min,2001,07 Dec 2001,7.8,"474,813",82%,74,"$183,349,128"
424,Scary Movie 2,83 min,2001,04 Jul 2001,5.3,"138,658",15%,29,N/A
425,Shrek,90 min,2001,18 May 2001,7.9,"563,998",88%,84,"$266,982,666"
426,Training Day,122 min,2001,05 Oct 2001,7.7,"356,109",72%,69,N/A
427,8 Mile,110 min,2002,08 Nov 2002,7.1,"228,860",75%,77,"$116,638,030"
428,The Bourne Identity,119 min,2002,14 Jun 2002,7.9,"474,551",83%,68,"$121,500,000"
429,Harry Potter and the Chamber of Secrets,161 min,2002,15 Nov 2002,7.4,"493,229",82%,63,"$261,835,892"
430,Minority Report,145 min,2002,21 Jun 2002,7.6,"470,556",91%,80,"$132,000,000"
431,28 Days Later...,113 min,2002,27 Jun 2003,7.6,"344,873",86%,73,"$44,900,469"
432,Lost in Translation,102 min,2003,03 Oct 2003,7.8,"373,553",95%,89,"$44,566,004"
433,Old School,88 min,2003,21 Feb 2003,7.1,"203,782",60%,54,"$74,608,545"
434,School of Rock,109 min,2003,03 Oct 2003,7.1,"245,443",91%,82,"$81,200,000"
435,X2: X-Men United,134 min,2003,02 May 2003,7.4,"480,707",85%,68,"$214,813,155"
436,Cheaper by the Dozen,98 min,2003,25 Dec 2003,5.9,"87,173",24%,46,"$138,507,634"
437,The Matrix Revolutions,129 min,2003,05 Nov 2003,6.7,"416,449",36%,47,"$139,076,032"
438,Mystic River,138 min,2003,15 Oct 2003,8.0,"388,084",88%,84,"$88,800,000"
439,Scary Movie 3,84 min,2003,24 Oct 2003,5.5,"128,001",35%,49,N/A
440,The Bourne Supremacy,108 min,2004,23 Jul 2004,7.7,"407,686",81%,73,"$176,049,130"
441,The Butterfly Effect,113 min,2004,23 Jan 2004,7.7,"421,779",33%,30,"$57,200,000"
442,Collateral,120 min,2004,06 Aug 2004,7.5,"335,589",86%,71,"$100,003,492"
443,"I, Robot",115 min,2004,16 Jul 2004,7.1,"464,736",N/A,59,N/A
444,Kill Bill: Vol. 2,137 min,2004,16 Apr 2004,8.0,"616,609",84%,83,N/A
445,Million Dollar Baby,132 min,2004,28 Jan 2005,8.1,"585,414",91%,86,"$100,422,786"
446,Spider-Man 2,127 min,2004,30 Jun 2004,7.3,"500,658",93%,83,"$373,377,893"
447,Van Helsing,131 min,2004,07 May 2004,6.1,"229,445",N/A,35,N/A
448,Madagascar,86 min,2005,27 May 2005,6.9,"332,432",55%,57,"$193,136,719"
449,The Sisterhood of the Traveling Pants,119 min,2005,01 Jun 2005,6.5,"51,068",77%,66,"$43,504,854"
450,Charlie and the Chocolate Factory,115 min,2005,15 Jul 2005,6.6,"390,209",82%,72,"$206,100,000"
451,The Dukes of Hazzard,104 min,2005,05 Aug 2005,5.1,"72,504",14%,33,"$80,206,743"
452,Fantastic Four,106 min,2005,08 Jul 2005,5.7,"297,351",27%,40,"$154,485,963"
453,The Island,136 min,2005,22 Jul 2005,6.9,"287,882",40%,50,"$35,800,000"
454,Serenity,119 min,2005,30 Sep 2005,7.9,"270,069",83%,74,"$25,335,935"
455,War of the Worlds,116 min,2005,29 Jun 2005,6.5,"387,962",75%,73,"$234,141,872"
456,The Fast and the Furious: Tokyo Drift,104 min,2006,16 Jun 2006,6.0,"219,845",38%,45,"$62,500,000"
457,Inside Man,129 min,2006,24 Mar 2006,7.6,"313,010",86%,76,"$88,439,515"
458,Pirates of the Caribbean: Dead Man's Chest,151 min,2006,07 Jul 2006,7.3,"613,819",53%,53,"$423,032,628"
459,Scary Movie 4,83 min,2006,14 Apr 2006,5.1,"106,506",36%,40,"$90,672,025"
460,Silent Hill,125 min,2006,21 Apr 2006,6.6,"202,848",31%,31,"$46,982,632"
461,Blood Diamond,143 min,2006,08 Dec 2006,8.0,"463,320",63%,64,"$57,300,000"
462,Harry Potter and the Order of the Phoenix,138 min,2007,11 Jul 2007,7.5,"453,832",77%,71,"$291,980,108"
463,Hitman,100 min,2007,21 Nov 2007,6.3,"154,142",N/A,35,N/A
464,Hot Fuzz,121 min,2007,20 Apr 2007,7.9,"426,144",91%,81,"$23,618,786"
465,I Am Legend,101 min,2007,14 Dec 2007,7.2,"631,432",69%,65,"$256,399,999"
466,The Mist,126 min,2007,21 Nov 2007,7.2,"259,256",72%,58,"$25,495,768"
467,Pirates of the Caribbean: At World's End,169 min,2007,25 May 2007,7.1,"557,185",44%,50,"$309,404,152"
468,Spider-Man 3,139 min,2007,04 May 2007,6.2,"461,485",63%,59,"$336,530,303"
469,Zodiac,157 min,2007,02 Mar 2007,7.7,"391,165",89%,78,"$33,000,000"
470,Hancock,92 min,2008,02 Jul 2008,6.4,"410,267",41%,49,"$227,946,274"
471,Kung Fu Panda,92 min,2008,06 Jun 2008,7.6,"381,350",87%,73,"$215,395,021"
472,Seven Pounds,123 min,2008,19 Dec 2008,7.6,"267,954",26%,36,"$69,951,824"
473,Angels & Demons,138 min,2009,15 May 2009,6.7,"251,902",37%,48,"$133,375,846"
474,Knowing,121 min,2009,20 Mar 2009,6.2,"208,783",33%,41,"$79,948,113"
475,Couples Retreat,113 min,2009,09 Oct 2009,5.5,"95,076",10%,23,"$109,176,215"
476,The Lovely Bones,135 min,2009,15 Jan 2010,6.7,"145,922",32%,42,"$43,982,842"
477,The Karate Kid,140 min,2010,11 Jun 2010,6.2,"146,380",66%,61,"$176,591,618"
478,Knight and Day,109 min,2010,23 Jun 2010,6.3,"169,986",52%,46,"$76,418,654"
479,The Last Airbender,103 min,2010,01 Jul 2010,4.1,"137,895",5%,20,"$131,564,731"
480,Megamind,95 min,2010,05 Nov 2010,7.3,"207,827",72%,63,"$148,244,405"
481,Predators,107 min,2010,09 Jul 2010,6.4,"200,009",65%,51,"$52,000,688"
482,Shrek Forever After,93 min,2010,21 May 2010,6.3,"167,783",58%,58,"$238,319,043"
483,Unstoppable,98 min,2010,12 Nov 2010,6.8,"173,283",86%,69,"$81,557,479"
484,Drive Angry,104 min,2011,25 Feb 2011,5.4,"90,196",47%,44,"$10,706,786"
485,The Green Hornet,119 min,2011,14 Jan 2011,5.8,"148,692",44%,39,"$98,000,000"
486,Hanna,111 min,2011,08 Apr 2011,6.8,"179,315",71%,65,"$40,200,000"
487,Insidious,103 min,2010,01 Apr 2011,6.9,"254,939",66%,52,"$53,700,000"
488,Kung Fu Panda 2,90 min,2011,26 May 2011,7.2,"229,016",81%,67,"$165,230,261"
489,Red Riding Hood,100 min,2011,11 Mar 2011,5.5,"102,348",10%,29,"$37,200,000"
490,Unknown,113 min,2011,18 Feb 2011,6.9,"235,142",55%,56,"$63,677,735"
491,Your Highness,102 min,2011,08 Apr 2011,5.5,"92,868",28%,31,"$21,600,000"
492,Colombiana,108 min,2011,26 Aug 2011,6.4,"87,761",29%,45,"$36,665,854"
493,Extremely Loud & Incredibly Close,129 min,2011,20 Jan 2012,6.9,"93,222",46%,46,"$31,836,745"
494,Killer Elite,116 min,2011,23 Sep 2011,6.5,"117,832",26%,44,"$25,093,607"
495,The Muppets,103 min,2011,23 Nov 2011,7.1,"82,697",95%,75,"$88,625,922"
496,Puss in Boots,90 min,2011,28 Oct 2011,6.6,"133,152",85%,65,"$149,234,747"
497,Tower Heist,104 min,2011,04 Nov 2011,6.2,"125,224",67%,59,"$78,009,155"
498,War Horse,146 min,2011,25 Dec 2011,7.2,"136,664",76%,72,"$79,883,359"
499,Act of Valor,110 min,2012,24 Feb 2012,6.5,"63,831",26%,40,"$65,800,000"
500,The Cold Light of Day,93 min,2012,07 Sep 2012,4.9,"33,071",4%,22,"$3,700,000"
501,Frankenweenie,87 min,2012,05 Oct 2012,7.0,"89,558",87%,74,"$35,287,788"
502,Gone,94 min,2012,24 Feb 2012,5.9,"39,384",10%,36,"$11,400,000"
503,Journey 2: The Mysterious Island,94 min,2012,10 Feb 2012,5.8,"83,630",44%,41,"$103,812,241"
504,The Lucky One,101 min,2012,20 Apr 2012,6.5,"94,463",21%,39,"$60,443,237"
505,Mirror Mirror,106 min,2012,30 Mar 2012,5.6,"79,641",50%,46,"$64,933,670"
506,Paranormal Activity 4,88 min,2012,19 Oct 2012,4.6,"58,383",24%,40,"$53,921,335"
507,The Possession,92 min,2012,31 Aug 2012,5.9,"53,575",40%,45,"$49,100,000"
508,The Raid: Redemption,101 min,2011,13 Apr 2012,7.6,"175,897",86%,73,"$1,200,000"
509,Trouble with the Curve,111 min,2012,21 Sep 2012,6.8,"56,019",51%,58,"$35,754,555"
510,Underworld Awakening,88 min,2012,20 Jan 2012,6.4,"138,478",27%,39,"$62,321,039"
511,The Woman in Black,95 min,2012,03 Feb 2012,6.4,"165,131",66%,62,"$54,322,273"
512,American Mary,103 min,2012,11 Jan 2013,6.3,"20,472",61%,46,N/A
513,The World's End,109 min,2013,23 Aug 2013,7.0,"235,621",89%,81,"$33,408,732"
514,Erased,100 min,2012,26 Sep 2012,6.1,"27,362",27%,34,N/A
515,Lay the Favorite,94 min,2012,22 Jun 2012,4.8,"10,536",18%,38,"$20,998"
516,Robot & Frank,89 min,2012,19 Sep 2012,7.1,"59,287",86%,67,"$3,200,000"
517,Would You Rather,93 min,2012,14 Oct 2012,5.7,"32,465",59%,20,N/A
518,Bullet to the Head,92 min,2012,01 Feb 2013,5.7,"44,741",46%,48,"$9,500,000"
519,Gambit,89 min,2012,21 Nov 2012,5.7,"22,036",18%,N/A,"$689,042"
520,Red Lights,114 min,2012,02 Mar 2012,6.2,"55,278",30%,36,"$49,251"
521,Arbitrage,107 min,2012,14 Sep 2012,6.6,"46,830",88%,73,"$7,918,283"
522,The Baytown Outlaws,98 min,2012,15 Jun 2013,6.4,"12,936",22%,33,N/A
523,The Tree of Life,139 min,2011,17 May 2011,6.8,"156,107",85%,85,"$13,303,319"
524,Killer Joe,102 min,2011,29 Jun 2012,6.7,"67,731",79%,62,"$1,800,000"
525,Winter's Bone,100 min,2010,16 Jul 2010,7.2,"127,724",94%,90,"$6,200,000"
526,The Road,111 min,2009,18 Dec 2009,7.3,"207,779",73%,64,"$8,025,059"
527,In Bruges,107 min,2008,29 Feb 2008,7.9,"359,955",83%,67,"$7,550,836"
528,Sunshine,107 min,2007,27 Jul 2007,7.3,"219,567",N/A,64,N/A
529,Children of Men,109 min,2006,05 Jan 2007,7.9,"430,394",92%,84,"$35,100,000"
530,The Machinist,101 min,2004,03 Dec 2004,7.7,"329,908",77%,61,"$939,471"
531,Like Minds,110 min,2006,09 Nov 2006,6.4,"4,332",38%,N/A,N/A
532,Equilibrium,107 min,2002,06 Dec 2002,7.5,"296,235",40%,33,N/A
533,"Lock, Stock and Two Smoking Barrels",107 min,1998,28 Aug 1998,8.2,"491,215",75%,66,N/A
534,Interstellar,169 min,2014,07 Nov 2014,8.6,"1,304,706",72%,74,"$158,737,441"
535,Godzilla,123 min,2014,16 May 2014,6.4,"352,664",75%,62,"$172,962,996"
536,Before Midnight,109 min,2013,14 Jun 2013,7.9,"122,810",97%,94,"$8,114,507"
537,The Heat,117 min,2013,28 Jun 2013,6.6,"153,313",65%,60,"$158,300,000"
538,The Conjuring,112 min,2013,19 Jul 2013,7.5,"397,772",85%,68,"$137,387,272"
539,The Rocky Horror Picture Show,100 min,1975,31 Aug 1975,7.4,"121,979",80%,58,N/A
540,Monty Python and the Holy Grail,91 min,1975,25 May 1975,8.3,"460,351",97%,93,N/A
541,The Exorcist,122 min,1973,26 Dec 1973,8.0,"332,985",85%,82,N/A
542,Rocky,120 min,1976,03 Dec 1976,8.1,"473,848",93%,70,N/A
543,Superman,143 min,1978,15 Dec 1978,7.4,"148,197",94%,80,N/A
544,The Thing,109 min,1982,25 Jun 1982,8.1,"331,513",84%,57,N/A
545,Terms of Endearment,132 min,1983,09 Dec 1983,7.4,"49,231",88%,79,N/A
546,Indiana Jones and the Temple of Doom,118 min,1984,23 May 1984,7.6,"406,587",85%,57,N/A
547,The NeverEnding Story,102 min,1984,20 Jul 1984,7.4,"118,837",80%,46,N/A
548,The Lost Boys,97 min,1987,31 Jul 1987,7.3,"111,739",74%,63,N/A
549,Spaceballs,96 min,1987,24 Jun 1987,7.1,"158,725",58%,46,N/A
550,Beetlejuice,92 min,1988,30 Mar 1988,7.5,"232,223",84%,70,N/A
551,Batman,126 min,1989,23 Jun 1989,7.6,"313,177",71%,69,N/A
552,The Godfather Part III,162 min,1990,25 Dec 1990,7.6,"325,419",68%,60,N/A
553,Basic Instinct,127 min,1992,20 Mar 1992,6.9,"157,066",53%,41,N/A
554,A Few Good Men,138 min,1992,11 Dec 1992,7.7,"215,032",82%,62,N/A
555,The Secret Garden,101 min,1993,13 Aug 1993,7.3,"33,291",88%,74,N/A
556,True Romance,119 min,1993,10 Sep 1993,7.9,"188,299",92%,59,N/A
557,What's Eating Gilbert Grape,118 min,1993,04 Mar 1994,7.8,"196,984",89%,73,N/A
558,True Lies,141 min,1994,15 Jul 1994,7.2,"219,736",69%,63,N/A
559,Die Hard: With a Vengeance,128 min,1995,19 May 1995,7.6,"340,921",52%,58,N/A
560,Friday,91 min,1995,26 Apr 1995,7.3,"90,861",N/A,54,N/A
561,Hackers,107 min,1995,15 Sep 1995,6.2,"61,561",33%,46,N/A
562,From Dusk Till Dawn,108 min,1996,19 Jan 1996,7.2,"260,545",63%,48,N/A
563,The NeverEnding Story III,95 min,1994,27 Oct 1994,3.2,"10,111",N/A,N/A,N/A
564,A Time to Kill,149 min,1996,24 Jul 1996,7.4,"119,140",66%,54,N/A
565,Mars Attacks!,106 min,1996,13 Dec 1996,6.3,"196,986",53%,52,N/A
566,Scream,111 min,1996,20 Dec 1996,7.2,"261,239",79%,65,N/A
567,The Game,129 min,1997,12 Sep 1997,7.8,"315,308",73%,61,N/A
568,Jackie Brown,154 min,1997,25 Dec 1997,7.5,"281,141",87%,64,N/A
569,Starship Troopers,129 min,1997,07 Nov 1997,7.2,"251,179",62%,51,N/A
570,Mulan,88 min,1998,19 Jun 1998,7.6,"222,496",86%,71,N/A
571,A Bug's Life,95 min,1998,25 Nov 1998,7.2,"247,448",92%,77,N/A
572,Eyes Wide Shut,159 min,1999,16 Jul 1999,7.4,"272,058",75%,68,N/A
573,Cast Away,143 min,2000,22 Dec 2000,7.8,"473,480",88%,73,N/A
